"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Np Likeness Score"	"Molecular Species"	"Molecular Formula"	"Smiles"	"Inchi Key"
"CHEMBL323855"	""	""	"Small molecule"	""	"189.22"	"1"	"1"	"0.85"	"66.49"	"4"	"2"	"0"	"4"	"N"	"0.75"	"None"	"6.70"	"-0.47"	"-0.54"	"2"	"MOL"	"-1"	"14"	"5"	"2"	"0"	"189.1014"	"-1.26"	"NEUTRAL"	"C9H11N5"	"c1cnc(NCCc2c[nH]cn2)cn1"	"NPHHPAOQZWYINV-UHFFFAOYSA-N"
"CHEMBL3329544"	""	""	"Small molecule"	""	"180.25"	"2"	"8"	"0.22"	"32.34"	"2"	"1"	"0"	"1"	"Y"	"0.63"	"None"	"9.13"	"-0.04"	"-1.77"	"0"	"MOL"	"-1"	"13"	"3"	"1"	"0"	"180.1263"	"-0.07"	"BASE"	"C10H16N2O"	"C[C@H]1C[C@@H]1C(=O)N1CC2CC(C1)N2"	"INYNWEUTASDACG-KRTGUUSXSA-N"
"CHEMBL3589017"	""	""	"Small molecule"	""	"184.20"	"1"	"1"	"0.04"	"94.04"	"5"	"2"	"0"	"3"	"N"	"0.69"	"11.37"	"None"	"0.68"	"0.68"	"1"	"MOL"	"-1"	"13"	"6"	"3"	"0"	"184.0960"	"-1.68"	"NEUTRAL"	"C7H12N4O2"	"CC(C)CNC(=O)c1nonc1N"	"QZTHSYVFESBPIT-UHFFFAOYSA-N"
"CHEMBL1829693"	""	""	"Small molecule"	""	"178.24"	"2"	"12"	"0.65"	"55.12"	"2"	"2"	"0"	"3"	"Y"	"0.71"	"None"	"8.39"	"0.56"	"-0.46"	"1"	"MOL"	"-1"	"13"	"3"	"3"	"0"	"178.1106"	"-1.06"	"NEUTRAL"	"C10H14N2O"	"C[C@@H](N)C(=O)NCc1ccccc1"	"VRHPVAHXPQMOJZ-MRVPVSSYSA-N"
"CHEMBL1592451"	""	""	"Small molecule"	""	"199.28"	"8"	"12"	"0.91"	"60.16"	"2"	"1"	"0"	"4"	"N"	"0.78"	"11.70"	"None"	"1.07"	"1.07"	"1"	"MOL"	"-1"	"13"	"3"	"2"	"0"	"199.0667"	"-0.99"	"NEUTRAL"	"C9H13NO2S"	"NS(=O)(=O)CCCc1ccccc1"	"MCAXOOCHYNKTRY-UHFFFAOYSA-N"
"CHEMBL327819"	"METHAMILANE"	"Methamilane"	"Small molecule"	""	"145.20"	"5"	"11"	"0.31"	"21.70"	"3"	"0"	"0"	"2"	"Y"	"0.56"	"None"	"8.51"	"0.32"	"-0.81"	"0"	"MOL"	"-1"	"10"	"3"	"0"	"0"	"145.1103"	"0.56"	"BASE"	"C7H15NO2"	"CC1OCC(CN(C)C)O1"	"KHUCQBZVGWVHNJ-UHFFFAOYSA-N"
"CHEMBL3329534"	""	""	"Small molecule"	""	"194.28"	"2"	"8"	"0.75"	"32.34"	"2"	"1"	"0"	"1"	"Y"	"0.67"	"None"	"9.13"	"0.56"	"-1.17"	"0"	"MOL"	"-1"	"14"	"3"	"1"	"0"	"194.1419"	"-0.48"	"BASE"	"C11H18N2O"	"O=C(C1CCCC1)N1CC2CC(C1)N2"	"JWEOQIUDCVEFPL-UHFFFAOYSA-N"
"CHEMBL299846"	""	""	"Small molecule"	""	"196.20"	"17"	"55"	"0.64"	"52.60"	"4"	"0"	"0"	"0"	"N"	"0.42"	"None"	"None"	"1.06"	"1.06"	"0"	"MOL"	"-1"	"14"	"4"	"0"	"0"	"196.0736"	"1.88"	"NEUTRAL"	"C10H12O4"	"C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1"	"DHZBEENLJMYSHQ-OBDNUKKESA-N"
"CHEMBL11468"	""	""	"Small molecule"	""	"184.15"	"14"	"19"	"0.72"	"74.37"	"5"	"0"	"0"	"2"	"N"	"0.39"	"None"	"None"	"1.23"	"1.23"	"1"	"MOL"	"-1"	"13"	"6"	"0"	"0"	"184.0484"	"-0.88"	"None"	"C7H8N2O4"	"COC(=O)c1ccc([N+](=O)[O-])n1C"	"XTRZUZWXTWKINM-UHFFFAOYSA-N"
"CHEMBL1999933"	""	""	"Small molecule"	""	"187.19"	"59"	"59"	"0.04"	"100.62"	"3"	"3"	"0"	"2"	"N"	"0.57"	"2.01"	"9.83"	"-2.21"	"-5.07"	"0"	"MOL"	"-1"	"13"	"5"	"4"	"0"	"187.0845"	"0.74"	"ZWITTERION"	"C8H13NO4"	"NC1(C(=O)O)CCC(C(=O)O)CC1"	"JDQXFBXJCBUSRJ-UHFFFAOYSA-N"
"CHEMBL1453048"	""	""	"Small molecule"	""	"193.21"	"7"	"7"	"0.10"	"86.72"	"5"	"3"	"0"	"3"	"N"	"0.64"	"6.13"	"0.88"	"-0.69"	"-1.53"	"0"	"MOL"	"-1"	"14"	"6"	"3"	"0"	"193.0964"	"-0.42"	"ACID"	"C8H11N5O"	"CC(O)CNc1[nH]cnc2ncnc1-2"	"VWQPVBTWPGJMKM-UHFFFAOYSA-N"
"CHEMBL4063244"	""	""	"Small molecule"	""	"162.22"	"1"	"1"	"0.49"	"34.83"	"2"	"1"	"0"	"0"	"Y"	"0.44"	"None"	"1.81"	"-3.97"	"-3.97"	"2"	"MOL"	"-1"	"12"	"3"	"2"	"0"	"162.1026"	"-0.49"	"NEUTRAL"	"C9H12N3+"	"Cc1n(N)c2ccccc2[n+]1C"	"WFONGJSWYLOHKJ-UHFFFAOYSA-N"
"CHEMBL468933"	""	""	"Small molecule"	""	"193.21"	"1"	"14"	"0.19"	"82.86"	"3"	"2"	"0"	"2"	"N"	"0.52"	"None"	"11.56"	"0.33"	"-2.07"	"1"	"MOL"	"-1"	"14"	"5"	"4"	"0"	"193.0851"	"0.40"	"BASE"	"C9H11N3O2"	"NC(N)=NCc1ccc2c(c1)OCO2"	"QVBNBQQABMECQB-UHFFFAOYSA-N"
"CHEMBL326918"	""	""	"Small molecule"	""	"166.22"	"1"	"1"	"0.99"	"34.15"	"3"	"1"	"0"	"4"	"N"	"0.68"	"None"	"9.48"	"0.36"	"-1.69"	"1"	"MOL"	"-1"	"12"	"3"	"1"	"0"	"166.1106"	"-0.91"	"BASE"	"C9H14N2O"	"CNCCOc1ccc(C)nc1"	"KBXQNMZLSJVCHO-UHFFFAOYSA-N"
"CHEMBL1688207"	""	""	"Small molecule"	""	"149.16"	"2"	"2"	"0.39"	"66.49"	"4"	"2"	"0"	"1"	"N"	"0.62"	"9.08"	"4.13"	"-0.19"	"-0.20"	"2"	"MOL"	"-1"	"11"	"5"	"2"	"0"	"149.0701"	"-1.82"	"NEUTRAL"	"C6H7N5"	"CNc1ncnc2[nH]ncc12"	"HXXBSUPHBFYSQW-UHFFFAOYSA-N"
"CHEMBL1611590"	""	""	"Small molecule"	""	"132.23"	"6"	"7"	"0.49"	"24.06"	"1"	"2"	"0"	"2"	"Y"	"0.53"	"None"	"None"	"0.69"	"0.69"	"0"	"MOL"	"-1"	"8"	"2"	"2"	"0"	"132.0721"	"-1.61"	"NEUTRAL"	"C5H12N2S"	"CCNC(=S)NCC"	"FLVIGYVXZHLUHP-UHFFFAOYSA-N"
"CHEMBL1620976"	""	""	"Small molecule"	""	"194.19"	""	""	"0.28"	"79.29"	"3"	"2"	"0"	"3"	"N"	"0.72"	"3.02"	"3.75"	"-0.86"	"-3.56"	"1"	"MOL"	"-1"	"14"	"5"	"2"	"0"	"194.0691"	"-1.03"	"ACID"	"C9H10N2O3"	"CC(NC(=O)c1cccnc1)C(=O)O"	"BXXVFSAYKXAKAO-UHFFFAOYSA-N"
"CHEMBL1196834"	""	""	"Small molecule"	""	"195.22"	"1"	"1"	"0.93"	"53.71"	"4"	"1"	"0"	"3"	"N"	"0.78"	"None"	"9.71"	"0.85"	"-1.39"	"1"	"MOL"	"-1"	"14"	"4"	"2"	"0"	"195.0895"	"0.84"	"BASE"	"C10H13NO3"	"COc1c(CCN)ccc2c1OCO2"	"AXEJSBWWIHAWJM-UHFFFAOYSA-N"
"CHEMBL1976822"	""	""	"Small molecule"	""	"110.12"	"55"	"55"	"0.08"	"45.75"	"2"	"1"	"0"	"0"	"Y"	"0.51"	"8.40"	"2.27"	"-0.16"	"-0.20"	"1"	"MOL"	"-1"	"8"	"3"	"1"	"0"	"110.0480"	"-0.59"	"NEUTRAL"	"C5H6N2O"	"Cc1cnc[nH]c1=O"	"SHLJOANTPJWIHS-UHFFFAOYSA-N"
"CHEMBL2005908"	""	""	"Small molecule"	""	"183.25"	"52"	"52"	"0.19"	"50.85"	"4"	"1"	"0"	"2"	"N"	"0.66"	"None"	"9.09"	"0.61"	"-1.44"	"0"	"MOL"	"-1"	"13"	"4"	"2"	"0"	"183.1372"	"-0.30"	"BASE"	"C9H17N3O"	"NC1=NCC(CN2CCCCC2)O1"	"XEIDVARRTALSIU-UHFFFAOYSA-N"
"CHEMBL2047852"	""	""	"Small molecule"	""	"178.19"	"2"	"2"	"0.29"	"66.56"	"3"	"2"	"0"	"0"	"N"	"0.56"	"8.50"	"7.39"	"-0.15"	"-0.27"	"1"	"MOL"	"-1"	"13"	"4"	"3"	"0"	"178.0742"	"0.30"	"NEUTRAL"	"C9H10N2O2"	"N[C@@H]1Cc2ccccc2N(O)C1=O"	"HYTRYTZFJVVZAF-SSDOTTSWSA-N"
"CHEMBL1624670"	""	""	"Small molecule"	""	"192.17"	""	""	"0.75"	"86.21"	"3"	"3"	"0"	"2"	"N"	"0.65"	"3.28"	"3.92"	"-0.45"	"-3.11"	"2"	"MOL"	"-1"	"14"	"5"	"3"	"0"	"192.0535"	"-1.00"	"ACID"	"C9H8N2O3"	"O=C(O)c1ccc2[nH]c(CO)nc2c1"	"LIBZUTVUUNNXNP-UHFFFAOYSA-N"
"CHEMBL1888249"	""	""	"Small molecule"	""	"197.67"	"3"	"3"	"0.94"	"53.11"	"1"	"2"	"0"	"0"	"Y"	"0.44"	"None"	"10.84"	"1.16"	"-1.22"	"1"	"MOL"	"-1"	"12"	"3"	"3"	"0"	"161.0953"	"-0.82"	"BASE"	"C9H12ClN3"	"Cl.N=C(N)N1CCc2ccccc21"	"AFELKVSXJBMPPF-UHFFFAOYSA-N"
"CHEMBL1215657"	""	"Dimethyl Pyridine-2,4-Dicarboxylate"	"Small molecule"	""	"195.17"	"4"	"5"	"0.65"	"65.49"	"5"	"0"	"0"	"2"	"N"	"0.65"	"None"	"1.64"	"0.95"	"0.95"	"1"	"MOL"	"-1"	"14"	"5"	"0"	"0"	"195.0532"	"-0.62"	"NEUTRAL"	"C9H9NO4"	"COC(=O)c1ccnc(C(=O)OC)c1"	"TVKOFNSTLWFQHY-UHFFFAOYSA-N"
"CHEMBL2104534"	"STYRAMATE"	".BETA.-HYDROXYPHENETHYL CARBAMATE|2-HYDROXY-2-PHENYLETHYL CARBAMATE|LINAXAR|MYOSPAZ|NSC-115889|SINAXAR|STYRAMATE"	"Small molecule"	"-1.0"	"181.19"	"1"	"2"	"0.82"	"72.55"	"3"	"2"	"0"	"3"	"N"	"0.72"	"13.66"	"None"	"0.68"	"0.68"	"1"	"MOL"	"0"	"13"	"4"	"3"	"0"	"181.0739"	"0.29"	"NEUTRAL"	"C9H11NO3"	"NC(=O)OCC(O)c1ccccc1"	"OCSOHUROTFFTFO-UHFFFAOYSA-N"
"CHEMBL1643354"	""	""	"Small molecule"	""	"164.21"	"1"	"1"	"0.92"	"25.36"	"3"	"0"	"0"	"1"	"Y"	"0.62"	"None"	"8.68"	"0.65"	"-0.18"	"1"	"MOL"	"-1"	"12"	"3"	"0"	"0"	"164.0950"	"-1.90"	"BASE"	"C9H12N2O"	"c1cc(N2CCOCC2)ccn1"	"QJWQYVJVCXMTJP-UHFFFAOYSA-N"
"CHEMBL3189033"	""	""	"Small molecule"	""	"195.26"	""	""	"0.79"	"43.70"	"3"	"2"	"0"	"5"	"N"	"0.73"	"None"	"2.12"	"1.21"	"1.21"	"1"	"MOL"	"-1"	"14"	"3"	"2"	"0"	"195.1259"	"-0.99"	"NEUTRAL"	"C11H17NO2"	"Cc1ccc(N(CCO)CCO)cc1"	"JUVSRZCUMWZBFK-UHFFFAOYSA-N"
"CHEMBL337676"	""	""	"Small molecule"	""	"179.23"	"6"	"12"	"0.07"	"55.63"	"5"	"1"	"0"	"2"	"N"	"0.70"	"None"	"8.85"	"0.99"	"-0.46"	"1"	"MOL"	"-1"	"13"	"5"	"1"	"0"	"179.1171"	"-1.32"	"BASE"	"C8H13N5"	"CCn1nnc(C2=CCCNC2)n1"	"KWCDFRUNFDIIQT-UHFFFAOYSA-N"
"CHEMBL1887807"	""	""	"Small molecule"	""	"193.32"	"14"	"18"	"0.57"	"50.41"	"4"	"2"	"0"	"1"	"N"	"0.36"	"11.70"	"1.55"	"0.68"	"0.68"	"0"	"MOL"	"-1"	"10"	"3"	"3"	"0"	"192.9802"	"-0.99"	"NEUTRAL"	"C4H7N3S3"	"NC(=S)NN=C1CSSC1"	"VXRHDGKBDCVXBW-UHFFFAOYSA-N"
"CHEMBL3084978"	""	""	"Small molecule"	""	"140.23"	"3"	"8"	"0.57"	"29.26"	"2"	"1"	"0"	"0"	"Y"	"0.53"	"None"	"10.33"	"-0.07"	"-3.87"	"0"	"MOL"	"-1"	"10"	"2"	"2"	"0"	"140.1313"	"0.47"	"BASE"	"C8H16N2"	"CN1[C@@H]2CC[C@H]1C[C@@H](N)C2"	"HJGMRAKQWLKWMH-RNLVFQAGSA-N"
"CHEMBL1160299"	""	""	"Small molecule"	""	"188.12"	"2"	"2"	"0.86"	"77.76"	"2"	"3"	"0"	"2"	"N"	"0.60"	"1.22"	"None"	"0.18"	"-2.27"	"1"	"MOL"	"-1"	"12"	"4"	"3"	"0"	"188.0238"	"0.37"	"ACID"	"C7H9O4P"	"O=P(O)(O)[C@H](O)c1ccccc1"	"YLVXPXINUWURSG-ZETCQYMHSA-N"
"CHEMBL11597"	""	""	"Small molecule"	""	"179.16"	"1"	"1"	"0.57"	"80.39"	"3"	"2"	"0"	"4"	"N"	"0.62"	"4.66"	"8.61"	"-3.38"	"-3.39"	"0"	"MOL"	"-1"	"11"	"4"	"3"	"0"	"179.0711"	"0.47"	"ZWITTERION"	"C6H14NO3P"	"CC(C[PH](=O)C(C)N)C(=O)O"	"WGKWTPLXGGHZAR-UHFFFAOYSA-N"
"CHEMBL350459"	""	""	"Small molecule"	""	"126.16"	"1"	"3"	"0.03"	"26.93"	"3"	"0"	"0"	"0"	"Y"	"0.48"	"None"	"None"	"0.28"	"0.28"	"1"	"MOL"	"-1"	"9"	"3"	"0"	"0"	"126.0793"	"-1.22"	"None"	"C6H10N2O"	"Cc1cn(C)c(=O)n1C"	"XWBBRSVAQJLJGL-UHFFFAOYSA-N"
"CHEMBL1720813"	""	""	"Small molecule"	""	"162.15"	"60"	"60"	"0.02"	"52.97"	"3"	"0"	"0"	"1"	"Y"	"0.56"	"-1.23"	"None"	"1.63"	"1.66"	"2"	"MOL"	"-1"	"12"	"4"	"0"	"0"	"162.0429"	"-0.46"	"ACID"	"C8H6N2O2"	"[O-]c1c[n+](-c2ccccc2)no1"	"KQEVEDHJIGSXDK-UHFFFAOYSA-N"
"CHEMBL169140"	""	""	"Small molecule"	""	"148.17"	"1"	"1"	"0.51"	"55.12"	"2"	"2"	"0"	"0"	"Y"	"0.53"	"13.73"	"2.38"	"-0.03"	"-0.03"	"1"	"MOL"	"-1"	"11"	"3"	"3"	"0"	"148.0637"	"0.45"	"NEUTRAL"	"C8H8N2O"	"Nc1cccc2c1CNC2=O"	"GZRGLZWHIFBBLS-UHFFFAOYSA-N"
"CHEMBL105546"	""	""	"Small molecule"	""	"146.25"	"1"	"1"	"0.86"	"20.23"	"1"	"1"	"0"	"5"	"N"	"0.57"	"13.97"	"None"	"-3.34"	"-3.34"	"0"	"MOL"	"-1"	"10"	"2"	"1"	"0"	"146.1539"	"0.72"	"NEUTRAL"	"C8H20NO+"	"CCCC[N+](C)(C)CCO"	"OFKCUKBBQZATTA-UHFFFAOYSA-N"
"CHEMBL2029516"	""	""	"Small molecule"	""	"189.22"	"1"	"1"	"0.90"	"50.16"	"3"	"1"	"0"	"0"	"Y"	"0.67"	"11.89"	"None"	"0.91"	"0.91"	"2"	"MOL"	"-1"	"14"	"4"	"1"	"0"	"189.0902"	"-0.73"	"NEUTRAL"	"C10H11N3O"	"O=c1[nH]ccn2nc3c(c12)CCCC3"	"YQKBERUHRFHVMR-UHFFFAOYSA-N"
"CHEMBL291475"	""	"2-Benzoylamino-Propionic Acid"	"Small molecule"	""	"193.20"	"2"	"2"	"0.89"	"66.40"	"2"	"2"	"0"	"3"	"N"	"0.75"	"3.66"	"None"	"1.09"	"-2.23"	"1"	"MOL"	"-1"	"14"	"4"	"2"	"0"	"193.0739"	"-0.62"	"ACID"	"C10H11NO3"	"C[C@H](NC(=O)c1ccccc1)C(=O)O"	"UAQVHNZEONHPQG-ZETCQYMHSA-N"
"CHEMBL2270110"	""	""	"Small molecule"	""	"164.12"	"2"	"4"	"0.27"	"70.04"	"4"	"0"	"0"	"1"	"N"	"0.45"	"None"	"None"	"-0.07"	"-0.07"	"2"	"MOL"	"-1"	"12"	"5"	"0"	"0"	"164.0222"	"-0.46"	"NEUTRAL"	"C7H4N2O3"	"O=Cc1ccc2c(c1)no[n+]2[O-]"	"XOGHVCWQRORUFN-UHFFFAOYSA-N"
"CHEMBL3120494"	""	""	"Small molecule"	""	"182.18"	"6"	"15"	"0.81"	"66.76"	"4"	"2"	"0"	"2"	"N"	"0.52"	"9.27"	"None"	"1.15"	"1.14"	"1"	"MOL"	"-1"	"13"	"4"	"2"	"0"	"182.0579"	"0.62"	"NEUTRAL"	"C9H10O4"	"COC(=O)Cc1ccc(O)c(O)c1"	"UGFILLIGHGZLHE-UHFFFAOYSA-N"
"CHEMBL1878303"	""	""	"Small molecule"	""	"197.24"	"3"	"3"	"0.79"	"84.55"	"3"	"2"	"0"	"3"	"N"	"0.70"	"10.50"	"1.95"	"0.78"	"0.78"	"0"	"MOL"	"-1"	"14"	"5"	"3"	"0"	"197.1164"	"0.15"	"NEUTRAL"	"C9H15N3O2"	"CCCC1(CC)C(=O)NC(=O)N=C1N"	"ZZJZVYTTYNGCTC-UHFFFAOYSA-N"
"CHEMBL2008054"	""	""	"Small molecule"	""	"187.29"	""	""	"0.72"	"39.07"	"4"	"1"	"0"	"6"	"N"	"0.38"	"10.99"	"9.72"	"-0.05"	"-3.12"	"0"	"MOL"	"-1"	"13"	"4"	"1"	"0"	"187.1685"	"-0.15"	"BASE"	"C9H21N3O"	"CN(C)CCC(CCN(C)C)=NO"	"DSUDLWJBSOIBIK-UHFFFAOYSA-N"
"CHEMBL1559991"	""	""	"Small molecule"	""	"193.16"	"3"	"3"	"0.77"	"81.15"	"5"	"1"	"0"	"2"	"N"	"0.76"	"3.09"	"None"	"0.38"	"-3.09"	"2"	"MOL"	"-1"	"14"	"6"	"1"	"0"	"193.0487"	"-1.78"	"ACID"	"C8H7N3O3"	"Cn1cc(-c2ccno2)c(C(=O)O)n1"	"NPLQXISDTNDUQP-UHFFFAOYSA-N"
"CHEMBL2106043"	"AZOLIMINE"	"AZOLIMINE|CL 90,748|CL-90748"	"Small molecule"	"-1.0"	"189.22"	"1"	"2"	"0.90"	"47.40"	"2"	"1"	"0"	"1"	"Y"	"0.71"	"9.87"	"3.27"	"0.97"	"0.97"	"1"	"MOL"	"0"	"14"	"4"	"1"	"0"	"189.0902"	"-0.64"	"NEUTRAL"	"C10H11N3O"	"CN1C(=N)N(c2ccccc2)CC1=O"	"KPMDCTAAOGEIKO-UHFFFAOYSA-N"
"CHEMBL1188878"	""	""	"Small molecule"	""	"151.21"	""	""	"0.97"	"50.94"	"3"	"2"	"0"	"3"	"Y"	"0.68"	"None"	"8.64"	"-0.29"	"-1.55"	"1"	"MOL"	"-1"	"11"	"3"	"3"	"0"	"151.1109"	"-0.83"	"BASE"	"C8H13N3"	"CCNc1cnccc1CN"	"JHMVQAUVSHUSEU-UHFFFAOYSA-N"
"CHEMBL1190739"	""	""	"Small molecule"	""	"179.22"	""	""	"0.91"	"66.48"	"3"	"3"	"0"	"0"	"N"	"0.55"	"10.12"	"9.43"	"0.55"	"-1.05"	"1"	"MOL"	"-1"	"13"	"3"	"4"	"0"	"179.0946"	"1.68"	"BASE"	"C10H13NO2"	"NC1CCc2c(O)cc(O)cc2C1"	"NHZIZDFFMUYZBW-UHFFFAOYSA-N"
"CHEMBL40317"	""	"2-Fluoronorepinehprine"	"Small molecule"	""	"187.17"	"13"	"30"	"0.23"	"86.71"	"4"	"4"	"0"	"2"	"N"	"0.50"	"8.31"	"9.17"	"-0.78"	"-1.47"	"1"	"MOL"	"-1"	"13"	"4"	"5"	"0"	"187.0645"	"0.40"	"BASE"	"C8H10FNO3"	"NC[C@H](O)c1cc(O)c(O)cc1F"	"SBUQBFTXTZSRMH-QMMMGPOBSA-N"
"CHEMBL456396"	"ISOCAPROYLGLYCINE"	"Isocaproylglycine"	"Small molecule"	""	"173.21"	"1"	"4"	"0.62"	"66.40"	"2"	"2"	"0"	"5"	"N"	"0.64"	"4.25"	"None"	"0.55"	"-2.45"	"0"	"MOL"	"-1"	"12"	"4"	"2"	"0"	"173.1052"	"-0.16"	"ACID"	"C8H15NO3"	"CC(C)CCC(=O)NCC(=O)O"	"BQIHXZIDVMRVRP-UHFFFAOYSA-N"
"CHEMBL358857"	""	""	"Small molecule"	""	"175.21"	"1"	"1"	"0.37"	"55.40"	"4"	"1"	"0"	"2"	"N"	"0.62"	"11.89"	"None"	"0.33"	"0.33"	"0"	"MOL"	"-1"	"11"	"4"	"1"	"0"	"175.0303"	"0.36"	"NEUTRAL"	"C6H9NO3S"	"CCOC(=O)[C@@H]1CSC(=O)N1"	"YIXFAUAZZLBCMW-BYPYZUCNSA-N"
"CHEMBL4167809"	""	""	"Small molecule"	""	"196.16"	"3"	"6"	"0.46"	"94.83"	"4"	"3"	"0"	"1"	"N"	"0.61"	"3.65"	"None"	"0.52"	"-2.81"	"1"	"MOL"	"-1"	"14"	"5"	"3"	"0"	"196.0372"	"0.38"	"ACID"	"C9H8O5"	"Cc1cc(O)c(=O)c(O)cc1C(=O)O"	"KEEYDIDBXUKLPH-UHFFFAOYSA-N"
"CHEMBL1994274"	""	""	"Small molecule"	""	"163.14"	"50"	"50"	"0.06"	"78.61"	"3"	"2"	"0"	"1"	"N"	"0.58"	"9.66"	"2.36"	"-0.56"	"-0.57"	"2"	"MOL"	"-1"	"12"	"5"	"2"	"0"	"163.0382"	"0.02"	"NEUTRAL"	"C7H5N3O2"	"O=Cc1c[nH]c2c(=O)[nH]cnc12"	"BVRXDFFPQAIFFP-UHFFFAOYSA-N"
"CHEMBL453029"	""	"N-Benzylglycine"	"Small molecule"	""	"165.19"	"2"	"2"	"0.86"	"49.33"	"2"	"2"	"0"	"4"	"N"	"0.70"	"2.05"	"9.45"	"-1.46"	"-1.46"	"1"	"MOL"	"-1"	"12"	"3"	"2"	"0"	"165.0790"	"-0.70"	"ZWITTERION"	"C9H11NO2"	"O=C(O)CNCc1ccccc1"	"KGSVNOLLROCJQM-UHFFFAOYSA-N"
"CHEMBL352493"	""	""	"Small molecule"	""	"178.19"	"2"	"9"	"0.79"	"81.83"	"5"	"2"	"0"	"2"	"N"	"0.70"	"11.20"	"None"	"1.29"	"1.29"	"1"	"MOL"	"-1"	"13"	"5"	"2"	"0"	"178.0855"	"-1.82"	"NEUTRAL"	"C8H10N4O"	"CCNc1nc(C)nc(O)c1C#N"	"HFSOSUALPUXFMK-UHFFFAOYSA-N"
"CHEMBL1256288"	""	"(+)-Octopamine Hydrochloride"	"Small molecule"	""	"189.64"	"1"	"1"	"0.38"	"66.48"	"3"	"3"	"0"	"2"	"N"	"0.58"	"9.64"	"8.98"	"-0.32"	"-1.56"	"1"	"MOL"	"-1"	"11"	"3"	"4"	"0"	"153.0790"	"0.89"	"BASE"	"C8H12ClNO2"	"Cl.NC[C@H](O)c1ccc(O)cc1"	"PUMZXCBVHLCWQG-QRPNPIFTSA-N"
"CHEMBL1567031"	""	""	"Small molecule"	""	"192.18"	"17"	"19"	"0.71"	"94.90"	"6"	"1"	"0"	"1"	"N"	"0.67"	"None"	"None"	"-0.06"	"-0.06"	"2"	"MOL"	"-1"	"14"	"6"	"2"	"0"	"192.0647"	"-1.12"	"NEUTRAL"	"C8H8N4O2"	"CC(=O)c1c(C)nc2nonc2c1N"	"AUFANPANNCSBLM-UHFFFAOYSA-N"
"CHEMBL1895431"	""	""	"Small molecule"	""	"181.22"	"4"	"4"	"0.48"	"60.91"	"5"	"1"	"0"	"0"	"N"	"0.60"	"None"	"3.25"	"0.42"	"0.42"	"2"	"MOL"	"-1"	"12"	"4"	"2"	"0"	"181.0310"	"-2.40"	"NEUTRAL"	"C7H7N3OS"	"Cc1nc2sccc2c(=O)n1N"	"GXLARADPXGNYDS-UHFFFAOYSA-N"
"CHEMBL157471"	""	""	"Small molecule"	""	"190.21"	"2"	"5"	"0.26"	"81.65"	"6"	"2"	"0"	"2"	"N"	"0.52"	"None"	"8.06"	"0.24"	"-0.53"	"2"	"MOL"	"-1"	"14"	"6"	"3"	"0"	"190.0967"	"-2.67"	"NEUTRAL"	"C8H10N6"	"Cc1nccn1-c1ccc(NN)nn1"	"SKGCBNQMSDOUPL-UHFFFAOYSA-N"
"CHEMBL1404748"	""	""	"Small molecule"	""	"180.21"	"3"	"4"	"0.79"	"59.93"	"5"	"1"	"0"	"4"	"N"	"0.69"	"None"	"4.80"	"1.65"	"1.65"	"1"	"MOL"	"-1"	"13"	"5"	"1"	"0"	"180.1011"	"-1.43"	"NEUTRAL"	"C8H12N4O"	"C=CCNc1nc(C)nc(OC)n1"	"CHYIHEFDRMNERM-UHFFFAOYSA-N"
"CHEMBL1740581"	""	""	"Small molecule"	""	"128.22"	""	""	"0.30"	"15.27"	"2"	"1"	"0"	"1"	"Y"	"0.55"	"None"	"9.52"	"0.43"	"-1.68"	"0"	"MOL"	"-1"	"9"	"2"	"1"	"0"	"128.1313"	"-1.09"	"BASE"	"C7H16N2"	"CC(C)N1CCNCC1"	"WHKWMTXTYKVFLK-UHFFFAOYSA-N"
"CHEMBL60824"	"4-AMINO-[1,2]NAPHTHOQUINONE"	"4-Amino-[1,2]Naphthoquinone"	"Small molecule"	""	"173.17"	"16"	"27"	"0.75"	"60.16"	"3"	"1"	"0"	"0"	"N"	"0.59"	"None"	"None"	"0.82"	"0.82"	"1"	"MOL"	"-1"	"13"	"3"	"2"	"0"	"173.0477"	"0.93"	"NEUTRAL"	"C10H7NO2"	"NC1=CC(=O)C(=O)c2ccccc21"	"IGONFFFOEMASIA-UHFFFAOYSA-N"
"CHEMBL102006"	""	""	"Small molecule"	""	"163.24"	"3"	"4"	"0.50"	"63.32"	"3"	"3"	"0"	"5"	"N"	"0.52"	"4.57"	"10.57"	"-1.98"	"-1.98"	"0"	"MOL"	"-1"	"10"	"3"	"3"	"0"	"163.0667"	"1.03"	"ZWITTERION"	"C6H13NO2S"	"N[C@@H](CS)CCCC(=O)O"	"ZIPKWPPCKXBHEO-RXMQYKEDSA-N"
